measurement_uid,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status
20250111235928.313579_AR_webconnectivity_a66b957dadf41a47,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235927.044029_AR_webconnectivity_eb02f73ecef3c8d7,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235905.606054_AR_webconnectivity_c1a97c2253ead56a,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235902.077590_AR_webconnectivity_a1ee8f564aae79aa,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235753.025237_AR_webconnectivity_edca1bfaa6b7f870,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235746.692115_AR_webconnectivity_1796390877472044,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250111235643.837233_AR_webconnectivity_6c7b0a02b3b85a85,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235642.878221_AR_webconnectivity_458bac38779a7f97,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235520.331099_AR_webconnectivity_981a7768d3fad87b,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234627.857658_AR_webconnectivity_866fd24d84ede48a,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234600.007908_AR_webconnectivity_b3cafa26fc7d457b,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234226.673385_AR_webconnectivity_738d81064d48b229,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250111234117.780399_AR_webconnectivity_96434d4ca6471071,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234103.063339_AR_webconnectivity_06e3a67135545f9a,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234042.329543_AR_webconnectivity_6b7629cb51577d87,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230836.638734_AR_webconnectivity_bfc5f7b78f3f98d5,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230657.625579_AR_webconnectivity_8a8b9e25732dee39,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230626.346098_AR_webconnectivity_ec8550e3ed47992c,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230621.445099_AR_webconnectivity_d86e5a0fa8f45e95,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230620.501492_AR_webconnectivity_508aa15cb775d54c,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230619.543544_AR_webconnectivity_5a5e2f6982768aef,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230608.654022_AR_webconnectivity_aa90b7932bd2be93,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230547.537242_AR_webconnectivity_289997e81956c4bf,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230546.574575_AR_webconnectivity_84e547fb865fe60e,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230545.457748_AR_webconnectivity_a0c053ae9b28e47d,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230432.012655_AR_webconnectivity_685a8a66eadc913f,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230210.327144_AR_webconnectivity_af5c76df841804c9,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230119.102284_AR_webconnectivity_b64cb5b1f7f4b0c1,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230049.025705_AR_webconnectivity_a0ef8014b4cafffc,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230026.624103_AR_webconnectivity_0d3532212f883103,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111225853.673889_AR_webconnectivity_ff39a661ede3f5a6,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111225230.770464_AR_webconnectivity_9d8efe7d412a80c9,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111225142.981858_AR_webconnectivity_cdb4699fc67b2f8f,None,ssl_invalid_hostname,inconsistent,False,AS262287,[scrubbed],200,208.83.242.43,"{'blocked': False, 'failure': None, 'success': True}"
20250111225105.006183_AR_webconnectivity_81fc42253252e781,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111225019.570286_AR_webconnectivity_b75c8f9e0d18fff9,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111224602.935916_AR_webconnectivity_fc16b18c4b26f9f1,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250111223907.258232_AR_webconnectivity_4497b6b9938bc13e,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111223843.909024_AR_webconnectivity_425df8eb0d5804bd,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],403,None,None
20250111223008.360000_AR_webconnectivity_7d160bc3fb876e5f,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111222943.393544_AR_webconnectivity_198d16021d7f61c7,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111222936.042732_AR_webconnectivity_d510473cebf846fa,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111221617.107468_AR_webconnectivity_e20996188432aa5f,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111220436.727308_AR_webconnectivity_545286876ef42c77,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111220423.302962_AR_webconnectivity_bb200971e62fea6e,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111220422.207435_AR_webconnectivity_112f53c0a69bf931,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111220419.998719_AR_webconnectivity_82f92578ecb587fe,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
